#  aims_uuid : A391CB3C-1CEF-4591-A2B9-296226787F70                                
# Angular momentum resolved density for species Moas calculated by FHI-aims
# The energy reference for this output is the vacuum level 
#      Energy (eV)         total dos     l= 0              l= 1              l= 2              l= 3              l= 4
       -4.31431431        6.81727540        0.19640390        0.06641467        6.44187201        0.10418440        0.00840042
       -4.29429429        7.81281780        0.22127235        0.08276021        7.37852868        0.12063221        0.00962435
       -4.27427427        9.03650532        0.24883205        0.10369343        8.53226549        0.14045975        0.01125460
       -4.25425425       10.51450301        0.27938582        0.12968946        9.92802271        0.16406139        0.01334364
       -4.23423423       12.25804806        0.31296883        0.16104745       11.57648080        0.19163274        0.01591823
       -4.21421421       14.26360932        0.34928373        0.19790711       13.47428246        0.22315504        0.01898099
       -4.19419419       16.51554816        0.38770592        0.24028213       15.60663252        0.25841236        0.02251521
       -4.17417417       18.99029724        0.42736091        0.28809266       17.95132173        0.29703143        0.02649052
       -4.15415415       21.66081558        0.46725471        0.34118157       20.48298412        0.33852821        0.03086697
       -4.13413413       24.50030135        0.50642523        0.39930953       23.17662278        0.38234752        0.03559629
       -4.11411411       27.48471941        0.54407981        0.46213595       26.00999500        0.42788869        0.04061996
       -4.09409409       30.59431083        0.57969265        0.52920076       28.96503240        0.47451938        0.04586565
       -4.07407407       33.81454543        0.61304772        0.59992109       32.02874747        0.52158527        0.05124389
       -4.05405405       37.13676626        0.64422418        0.67360555       35.19386714        0.56842228        0.05664712
